customer_id,registration_date,region,acquisition_channel,nps_score,nps_category,total_transactions,total_revenue,avg_ticket,first_purchase,last_purchase,days_since_last_purchase,tenure_days,retargeting_segment,is_high_value,priority_winback
18,2023-08-12,Maule,google_ads,7.0,Passive,6.0,229725.0,38287.5,2023-01-03,2024-08-31,152.0,606.0,At Risk,True,False
19,2023-06-19,Coquimbo,facebook_ads,10.0,Promoter,9.0,301640.0,33515.555555555555,2023-02-24,2024-06-26,218.0,488.0,Dormant,True,True
20,2023-04-14,Metropolitana,organic,10.0,Promoter,6.0,241272.0,40212.0,2023-01-16,2024-10-29,93.0,652.0,At Risk,True,False
21,2023-10-11,Biobio,facebook_ads,,No Response,13.0,402964.0,30997.23076923077,2023-04-05,2024-12-30,31.0,635.0,Active,True,False
22,2023-02-15,Metropolitana,mercadolibre_ads,5.0,Detractor,9.0,198744.0,22082.666666666668,2023-02-25,2024-12-20,41.0,664.0,Active,True,False
23,2023-04-14,Coquimbo,facebook_ads,10.0,Promoter,8.0,300825.0,37603.125,2023-04-29,2024-05-03,272.0,370.0,Dormant,True,True
24,2023-05-17,OHiggins,instagram_ads,10.0,Promoter,7.0,319727.0,45675.28571428572,2023-03-23,2024-08-12,171.0,508.0,At Risk,True,False
25,2023-07-02,OHiggins,instagram_ads,9.0,Promoter,8.0,334684.0,41835.5,2023-08-13,2024-12-15,46.0,490.0,Active,True,False
26,2024-04-06,Valparaiso,facebook_ads,,No Response,6.0,123988.0,20664.666666666668,2023-03-20,2025-01-12,18.0,664.0,Active,False,False
27,2023-03-08,Valparaiso,facebook_ads,,No Response,6.0,248465.0,41410.833333333336,2023-09-17,2024-12-20,41.0,460.0,Active,True,False
28,2023-08-05,Metropolitana,facebook_ads,5.0,Detractor,5.0,50472.0,10094.4,2023-12-10,2024-12-21,40.0,377.0,Active,False,False
29,2023-09-27,Metropolitana,mercadolibre_ads,7.0,Passive,3.0,99210.0,33070.0,2023-08-15,2023-11-11,446.0,88.0,Dormant,False,False
30,2023-01-15,OHiggins,google_ads,9.0,Promoter,8.0,331146.0,41393.25,2023-01-01,2024-08-08,175.0,585.0,At Risk,True,False
31,2023-10-08,Maule,organic,,No Response,3.0,103899.0,34633.0,2023-06-03,2023-12-09,418.0,189.0,Dormant,False,False
32,2023-02-26,Coquimbo,mercadolibre_ads,4.0,Detractor,9.0,308752.0,34305.77777777778,2023-01-09,2024-11-10,81.0,671.0,Active,True,False
33,2023-01-21,Coquimbo,mercadolibre_ads,,No Response,5.0,237981.0,47596.2,2023-12-16,2024-09-26,126.0,285.0,At Risk,True,False
34,2024-12-31,Biobio,mercadolibre_ads,10.0,Promoter,7.0,235565.0,33652.142857142855,2023-03-23,2024-11-18,73.0,606.0,Active,True,False
35,2024-12-31,Maule,organic,,No Response,10.0,268321.0,26832.1,2023-02-27,2024-12-06,55.0,648.0,Active,True,False
36,2024-05-10,Los Lagos,facebook_ads,,No Response,6.0,175976.0,29329.33333333333,2023-04-07,2024-09-01,151.0,513.0,At Risk,True,False
37,2023-04-19,OHiggins,mercadolibre_ads,,No Response,7.0,216861.0,30980.14285714286,2023-02-14,2024-08-05,178.0,538.0,At Risk,True,False
38,2023-01-31,Metropolitana,google_ads,9.0,Promoter,4.0,103561.0,25890.25,2023-03-26,2023-06-10,600.0,76.0,Dormant,False,False
39,2023-12-12,Valparaiso,organic,,No Response,8.0,285227.0,35653.375,2023-02-15,2025-01-28,2.0,713.0,Active,True,False
40,2023-06-24,Metropolitana,mercadolibre_ads,,No Response,5.0,110950.0,22190.0,2023-01-27,2024-12-07,54.0,680.0,Active,False,False
41,2023-02-09,Coquimbo,mercadolibre_ads,,No Response,5.0,204591.0,40918.2,2023-02-11,2024-09-27,125.0,594.0,At Risk,True,False
42,2023-07-25,Biobio,facebook_ads,,No Response,9.0,317111.0,35234.555555555555,2023-02-08,2024-07-01,213.0,509.0,Dormant,True,True
43,2023-01-11,Metropolitana,mercadolibre_ads,3.0,Detractor,6.0,147461.0,24576.83333333333,2023-07-26,2024-10-20,102.0,452.0,At Risk,True,False
44,2024-12-21,Araucania,facebook_ads,,No Response,7.0,383847.0,54835.28571428572,2023-02-17,2023-12-21,406.0,307.0,Dormant,True,True
45,2023-03-31,Biobio,facebook_ads,,No Response,7.0,227278.0,32468.285714285717,2023-04-04,2024-09-13,139.0,528.0,At Risk,True,False
46,2023-11-22,Metropolitana,google_ads,,No Response,6.0,121812.0,20302.0,2023-05-24,2024-10-24,98.0,519.0,At Risk,False,False
47,2023-04-23,Metropolitana,mercadolibre_ads,0.0,Detractor,7.0,176873.0,25267.571428571428,2023-03-09,2024-10-05,117.0,576.0,At Risk,True,False
48,2023-08-09,Araucania,organic,9.0,Promoter,4.0,113682.0,28420.5,2023-02-04,2024-08-03,180.0,546.0,At Risk,False,False
49,2023-08-26,Valparaiso,instagram_ads,,No Response,7.0,261461.0,37351.57142857143,2023-03-23,2024-06-05,239.0,440.0,Dormant,True,True
50,2023-03-03,Maule,organic,,No Response,6.0,160046.0,26674.33333333333,2023-02-04,2024-07-13,201.0,525.0,Dormant,True,True
51,2024-12-31,Valparaiso,instagram_ads,0.0,Detractor,4.0,101513.0,25378.25,2023-01-17,2024-11-26,65.0,679.0,Active,False,False
52,2024-03-23,OHiggins,facebook_ads,2.0,Detractor,6.0,261097.0,43516.16666666666,2023-02-21,2024-12-31,30.0,679.0,Active,True,False
53,2024-12-31,Biobio,instagram_ads,,No Response,3.0,75172.0,25057.33333333333,2023-01-20,2024-10-25,97.0,644.0,At Risk,False,False
54,2024-11-06,Biobio,instagram_ads,,No Response,5.0,178711.0,35742.2,2023-01-01,2023-09-05,513.0,247.0,Dormant,True,True
55,2023-10-01,OHiggins,instagram_ads,7.0,Passive,4.0,73673.0,18418.25,2023-02-27,2023-08-07,542.0,161.0,Dormant,False,False
56,2024-12-31,Valparaiso,google_ads,10.0,Promoter,4.0,85954.0,21488.5,2023-11-01,2024-09-07,145.0,311.0,At Risk,False,False
57,2023-01-28,Metropolitana,google_ads,,No Response,4.0,75783.0,18945.75,2023-01-01,2024-05-09,266.0,494.0,Dormant,False,False
58,2023-03-07,Metropolitana,mercadolibre_ads,9.0,Promoter,8.0,190845.0,23855.625,2023-02-26,2023-11-06,451.0,253.0,Dormant,True,True
59,2023-01-14,Maule,mercadolibre_ads,8.0,Passive,1.0,14380.0,14380.0,2023-11-03,2023-11-03,454.0,0.0,Dormant,False,False
60,2023-04-29,Biobio,mercadolibre_ads,10.0,Promoter,10.0,378766.0,37876.6,2023-02-11,2024-12-21,40.0,679.0,Active,True,False
61,2023-05-28,Araucania,facebook_ads,,No Response,2.0,46052.0,23026.0,2023-07-18,2023-12-11,416.0,146.0,Dormant,False,False
62,2023-04-05,Metropolitana,instagram_ads,,No Response,5.0,149479.0,29895.8,2023-04-22,2024-11-16,75.0,574.0,Active,True,False
63,2024-06-13,Metropolitana,instagram_ads,9.0,Promoter,10.0,328426.0,32842.6,2023-02-12,2024-04-22,283.0,435.0,Dormant,True,True
64,2023-05-13,Metropolitana,mercadolibre_ads,,No Response,6.0,183599.0,30599.83333333333,2023-01-10,2024-11-23,68.0,683.0,Active,True,False
65,2023-04-09,Metropolitana,mercadolibre_ads,,No Response,5.0,124885.0,24977.0,2023-09-26,2024-06-12,232.0,260.0,Dormant,False,False
66,2023-08-23,Biobio,facebook_ads,,No Response,5.0,114502.0,22900.4,2023-01-16,2024-11-20,71.0,674.0,Active,False,False
67,2023-02-15,Metropolitana,mercadolibre_ads,,No Response,2.0,78991.0,39495.5,2023-08-23,2024-01-19,377.0,149.0,Dormant,False,False
68,2024-05-01,Valparaiso,mercadolibre_ads,,No Response,11.0,358940.0,32630.90909090909,2023-03-11,2024-11-08,83.0,608.0,Active,True,False
69,2023-01-24,Los Lagos,mercadolibre_ads,9.0,Promoter,7.0,338920.02,48417.14571428571,2023-01-19,2025-01-01,29.0,713.0,Active,True,False
70,2024-12-31,Metropolitana,google_ads,,No Response,6.0,153762.0,25627.0,2023-06-04,2024-07-07,207.0,399.0,Dormant,True,True
71,2024-03-19,Valparaiso,google_ads,,No Response,2.0,56572.0,28286.0,2023-01-22,2024-05-29,246.0,493.0,Dormant,False,False
72,2023-03-08,Maule,mercadolibre_ads,,No Response,4.0,67883.0,16970.75,2023-01-10,2024-04-25,280.0,471.0,Dormant,False,False
73,2023-01-02,Metropolitana,organic,7.0,Passive,9.0,352306.0,39145.11111111111,2023-02-02,2024-07-07,207.0,521.0,Dormant,True,True
74,2024-05-21,Biobio,organic,6.0,Detractor,4.0,107039.0,26759.75,2023-03-28,2024-07-18,196.0,478.0,Dormant,False,False
75,2024-01-04,OHiggins,instagram_ads,8.0,Passive,9.0,371388.0,41265.333333333336,2023-01-04,2024-09-25,127.0,630.0,At Risk,True,False
76,2024-01-27,Los Lagos,google_ads,7.0,Passive,4.0,69566.0,17391.5,2023-03-10,2023-09-30,488.0,204.0,Dormant,False,False
77,2024-03-18,Metropolitana,google_ads,7.0,Passive,4.0,120418.0,30104.5,2023-01-05,2024-10-28,94.0,662.0,At Risk,False,False
78,2023-01-24,Los Lagos,mercadolibre_ads,7.0,Passive,4.0,114390.0,28597.5,2023-02-25,2024-10-18,104.0,601.0,At Risk,False,False
79,2023-05-14,Valparaiso,mercadolibre_ads,0.0,Detractor,6.0,159634.0,26605.666666666668,2023-02-21,2024-05-31,244.0,465.0,Dormant,True,True
80,2023-02-06,Metropolitana,facebook_ads,10.0,Promoter,6.0,196503.0,32750.5,2023-01-04,2024-12-28,33.0,724.0,Active,True,False
81,2024-08-19,Valparaiso,instagram_ads,9.0,Promoter,5.0,105317.0,21063.4,2023-07-01,2024-04-09,296.0,283.0,Dormant,False,False
82,2023-10-20,Coquimbo,organic,8.0,Passive,7.0,196017.0,28002.42857142857,2023-01-07,2024-11-01,90.0,664.0,Active,True,False
83,2023-05-01,Valparaiso,mercadolibre_ads,8.0,Passive,4.0,130188.0,32547.0,2023-02-15,2024-09-01,151.0,564.0,At Risk,True,False
84,2023-01-20,Metropolitana,facebook_ads,7.0,Passive,7.0,333302.0,47614.57142857143,2023-01-15,2024-09-22,130.0,616.0,At Risk,True,False
85,2023-04-22,Biobio,facebook_ads,8.0,Passive,9.0,389927.0,43325.22222222222,2023-01-25,2023-11-19,438.0,298.0,Dormant,True,True
86,2023-04-28,Metropolitana,mercadolibre_ads,,No Response,12.0,389433.0,32452.75,2023-01-09,2024-01-15,381.0,371.0,Dormant,True,True
87,2024-01-28,Metropolitana,facebook_ads,8.0,Passive,4.0,109106.0,27276.5,2023-01-07,2024-11-17,74.0,680.0,Active,False,False
88,2023-11-01,Metropolitana,mercadolibre_ads,,No Response,5.0,229761.0,45952.2,2023-03-25,2024-04-11,294.0,383.0,Dormant,True,True
89,2024-10-16,Metropolitana,instagram_ads,,No Response,7.0,240318.0,34331.142857142855,2023-03-10,2024-09-26,126.0,566.0,At Risk,True,False
90,2023-07-11,Metropolitana,mercadolibre_ads,8.0,Passive,4.0,155064.0,38766.0,2023-02-08,2024-10-22,100.0,622.0,At Risk,True,False
91,2023-02-08,Metropolitana,facebook_ads,,No Response,3.0,73673.0,24557.666666666668,2023-01-14,2024-03-30,306.0,441.0,Dormant,False,False
92,2024-01-10,Biobio,facebook_ads,,No Response,6.0,150377.0,25062.83333333333,2023-02-21,2023-08-17,532.0,177.0,Dormant,True,True
93,2024-03-05,Metropolitana,facebook_ads,,No Response,4.0,56505.0,14126.25,2023-08-07,2024-05-30,245.0,297.0,Dormant,False,False
94,2023-09-05,Metropolitana,google_ads,4.0,Detractor,3.0,83075.0,27691.666666666668,2023-01-13,2023-08-19,530.0,218.0,Dormant,False,False
95,2024-03-18,Los Lagos,google_ads,10.0,Promoter,5.0,234034.0,46806.8,2023-03-18,2024-09-02,150.0,534.0,At Risk,True,False
96,2023-07-24,Valparaiso,mercadolibre_ads,,No Response,6.0,114014.0,19002.33333333333,2023-04-27,2024-10-08,114.0,530.0,At Risk,False,False
97,2023-08-10,Biobio,mercadolibre_ads,,No Response,8.0,188487.0,23560.875,2023-02-18,2024-03-14,322.0,390.0,Dormant,True,True
98,2023-06-17,Metropolitana,organic,9.0,Promoter,7.0,172494.0,24642.0,2023-01-17,2024-11-04,87.0,657.0,Active,True,False
99,2023-01-08,Metropolitana,google_ads,7.0,Passive,8.0,210636.0,26329.5,2023-07-30,2024-08-13,170.0,380.0,At Risk,True,False
100,2023-02-04,Metropolitana,mercadolibre_ads,8.0,Passive,5.0,187817.0,37563.4,2023-03-22,2023-09-30,488.0,192.0,Dormant,True,True
101,2023-01-10,Metropolitana,organic,,No Response,,,,,,,,,False,False
102,2023-10-31,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
103,2023-04-24,Metropolitana,facebook_ads,8.0,Passive,3.0,137914.0,45971.333333333336,2023-07-19,2024-10-18,104.0,457.0,At Risk,True,False
104,2023-08-02,Metropolitana,instagram_ads,3.0,Detractor,2.0,54600.0,27300.0,2024-08-10,2024-09-11,141.0,32.0,At Risk,False,False
105,2024-12-15,Metropolitana,instagram_ads,2.0,Detractor,2.0,53030.0,26515.0,2023-06-14,2024-11-30,61.0,535.0,Active,False,False
106,2023-03-28,Valparaiso,organic,9.0,Promoter,2.0,30364.0,15182.0,2024-02-23,2024-03-06,330.0,12.0,Dormant,False,False
107,2023-06-08,Metropolitana,mercadolibre_ads,,No Response,2.0,72940.0,36470.0,2023-07-08,2023-07-08,572.0,0.0,Dormant,False,False
108,2024-02-27,Metropolitana,instagram_ads,,No Response,3.0,109274.0,36424.66666666666,2023-01-18,2024-02-02,363.0,380.0,Dormant,False,False
109,2023-03-19,Valparaiso,mercadolibre_ads,,No Response,1.0,14990.0,14990.0,2025-01-23,2025-01-23,7.0,0.0,Active,False,False
110,2023-01-25,Araucania,organic,9.0,Promoter,2.0,40480.0,20240.0,2024-09-02,2025-01-24,6.0,144.0,Active,False,False
111,2023-04-13,Metropolitana,google_ads,10.0,Promoter,1.0,13013.0,13013.0,2023-11-08,2023-11-08,449.0,0.0,Dormant,False,False
112,2023-02-22,Maule,mercadolibre_ads,9.0,Promoter,2.0,60744.0,30372.0,2023-05-02,2024-01-19,377.0,262.0,Dormant,False,False
113,2024-12-31,Biobio,google_ads,7.0,Passive,4.0,155192.0,38798.0,2023-03-07,2024-06-10,234.0,461.0,Dormant,True,True
114,2024-05-10,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
115,2023-10-29,OHiggins,google_ads,,No Response,,,,,,,,,False,False
116,2024-09-07,Los Lagos,facebook_ads,,No Response,,,,,,,,,False,False
117,2024-05-03,Metropolitana,organic,9.0,Promoter,3.0,103259.0,34419.666666666664,2023-04-02,2023-10-22,466.0,203.0,Dormant,False,False
118,2023-03-03,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
119,2024-10-31,Maule,google_ads,8.0,Passive,3.0,67532.0,22510.666666666668,2024-05-27,2024-09-19,133.0,115.0,At Risk,False,False
120,2023-08-21,Araucania,organic,10.0,Promoter,1.0,16990.0,16990.0,2024-08-27,2024-08-27,156.0,0.0,At Risk,False,False
121,2024-05-09,Metropolitana,instagram_ads,10.0,Promoter,3.0,76268.0,25422.666666666668,2023-01-19,2024-11-19,72.0,670.0,Active,False,False
122,2024-11-10,Metropolitana,instagram_ads,7.0,Passive,3.0,135943.0,45314.333333333336,2023-08-29,2024-12-26,35.0,485.0,Active,True,False
123,2023-04-25,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
124,2023-02-04,Valparaiso,google_ads,10.0,Promoter,4.0,142784.0,35696.0,2023-10-14,2024-04-13,292.0,182.0,Dormant,True,True
125,2023-03-19,Biobio,mercadolibre_ads,9.0,Promoter,1.0,61440.0,61440.0,2023-05-08,2023-05-08,633.0,0.0,Dormant,False,False
126,2023-06-17,Metropolitana,mercadolibre_ads,,No Response,1.0,15490.0,15490.0,2024-12-12,2024-12-12,49.0,0.0,Active,False,False
127,2024-05-26,Valparaiso,organic,,No Response,5.0,160033.0,32006.6,2023-11-22,2024-12-23,38.0,397.0,Active,True,False
128,2024-08-14,Araucania,google_ads,7.0,Passive,2.0,108798.0,54399.0,2023-04-27,2023-06-29,581.0,63.0,Dormant,False,False
129,2023-01-03,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
130,2023-08-03,Metropolitana,mercadolibre_ads,7.0,Passive,5.0,125814.0,25162.8,2023-01-08,2024-12-06,55.0,698.0,Active,False,False
131,2023-06-12,Araucania,google_ads,,No Response,2.0,53078.0,26539.0,2023-03-02,2024-11-14,77.0,623.0,Active,False,False
132,2023-03-17,Los Lagos,mercadolibre_ads,8.0,Passive,1.0,7323.0,7323.0,2023-09-25,2023-09-25,493.0,0.0,Dormant,False,False
133,2023-02-08,Valparaiso,organic,8.0,Passive,2.0,38460.0,19230.0,2023-10-10,2024-04-06,299.0,179.0,Dormant,False,False
134,2023-05-04,Valparaiso,mercadolibre_ads,,No Response,,,,,,,,,False,False
135,2024-12-31,Metropolitana,facebook_ads,10.0,Promoter,1.0,25487.0,25487.0,2023-06-12,2023-06-12,598.0,0.0,Dormant,False,False
136,2023-04-28,Valparaiso,organic,,No Response,,,,,,,,,False,False
137,2023-08-08,Valparaiso,instagram_ads,,No Response,1.0,29480.0,29480.0,2024-10-05,2024-10-05,117.0,0.0,At Risk,False,False
138,2023-12-31,Metropolitana,google_ads,,No Response,,,,,,,,,False,False
139,2023-05-16,Metropolitana,mercadolibre_ads,10.0,Promoter,2.0,97614.0,48807.0,2023-07-16,2024-12-25,36.0,528.0,Active,False,False
140,2024-12-31,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
141,2024-12-31,Metropolitana,instagram_ads,9.0,Promoter,3.0,161175.0,53725.0,2023-09-23,2024-06-17,227.0,268.0,Dormant,True,True
142,2023-03-29,Metropolitana,mercadolibre_ads,,No Response,2.0,291488.0,145744.0,2024-05-26,2024-08-10,173.0,76.0,At Risk,True,False
143,2023-07-26,Metropolitana,facebook_ads,,No Response,2.0,76470.0,38235.0,2024-07-14,2025-01-17,13.0,187.0,Active,False,False
144,2023-04-18,Metropolitana,mercadolibre_ads,10.0,Promoter,1.0,20578.0,20578.0,2023-05-12,2023-05-12,629.0,0.0,Dormant,False,False
145,2023-04-11,Metropolitana,mercadolibre_ads,,No Response,2.0,59672.0,29836.0,2023-05-03,2024-05-07,268.0,370.0,Dormant,False,False
146,2023-01-12,Los Lagos,facebook_ads,4.0,Detractor,2.0,37046.0,18523.0,2023-01-19,2023-07-15,565.0,177.0,Dormant,False,False
147,2023-10-10,Biobio,facebook_ads,,No Response,,,,,,,,,False,False
148,2023-07-29,Araucania,facebook_ads,,No Response,,,,,,,,,False,False
149,2023-01-16,Maule,facebook_ads,,No Response,4.0,96420.0,24105.0,2023-10-25,2024-06-04,240.0,223.0,Dormant,False,False
150,2023-04-08,Valparaiso,facebook_ads,,No Response,,,,,,,,,False,False
151,2024-12-17,Metropolitana,facebook_ads,0.0,Detractor,2.0,50795.0,25397.5,2023-02-06,2024-03-07,329.0,395.0,Dormant,False,False
152,2023-03-24,Valparaiso,google_ads,,No Response,1.0,21990.0,21990.0,2025-01-29,2025-01-29,1.0,0.0,Active,False,False
153,2023-02-16,Biobio,mercadolibre_ads,9.0,Promoter,3.0,91009.0,30336.33333333333,2023-02-20,2024-08-07,176.0,534.0,At Risk,False,False
154,2023-07-21,Araucania,facebook_ads,4.0,Detractor,4.0,68530.0,17132.5,2023-05-13,2025-01-07,23.0,605.0,Active,False,False
155,2024-12-31,Valparaiso,facebook_ads,,No Response,,,,,,,,,False,False
156,2023-03-25,Metropolitana,google_ads,10.0,Promoter,2.0,68796.0,34398.0,2023-09-09,2024-08-02,181.0,328.0,Dormant,False,False
157,2023-12-01,Metropolitana,mercadolibre_ads,,No Response,2.0,79970.0,39985.0,2024-09-16,2024-11-03,88.0,48.0,Active,False,False
158,2024-03-06,Metropolitana,instagram_ads,,No Response,1.0,59480.0,59480.0,2024-10-10,2024-10-10,112.0,0.0,At Risk,False,False
159,2023-03-23,Biobio,facebook_ads,3.0,Detractor,1.0,8407.0,8407.0,2024-01-19,2024-01-19,377.0,0.0,Dormant,False,False
160,2024-01-26,Biobio,organic,2.0,Detractor,1.0,15490.0,15490.0,2024-09-28,2024-09-28,124.0,0.0,At Risk,False,False
161,2023-05-18,Metropolitana,google_ads,,No Response,,,,,,,,,False,False
162,2023-10-28,Coquimbo,organic,7.0,Passive,2.0,78970.0,39485.0,2024-07-02,2024-07-24,190.0,22.0,Dormant,False,False
163,2023-10-29,Biobio,mercadolibre_ads,7.0,Passive,3.0,97272.0,32424.0,2023-06-02,2025-01-20,10.0,598.0,Active,False,False
164,2023-08-19,Metropolitana,facebook_ads,,No Response,1.0,15875.0,15875.0,2023-09-23,2023-09-23,495.0,0.0,Dormant,False,False
165,2023-01-29,Metropolitana,organic,,No Response,,,,,,,,,False,False
166,2024-06-25,Metropolitana,instagram_ads,1.0,Detractor,3.0,72130.0,24043.33333333333,2023-12-21,2024-11-20,71.0,335.0,Active,False,False
167,2023-04-27,Metropolitana,google_ads,,No Response,6.0,205067.0,34177.833333333336,2023-03-09,2024-06-29,215.0,478.0,Dormant,True,True
168,2023-03-03,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
169,2023-01-13,Metropolitana,organic,,No Response,,,,,,,,,False,False
170,2023-09-26,Metropolitana,mercadolibre_ads,,No Response,2.0,22902.0,11451.0,2023-03-14,2024-01-28,368.0,320.0,Dormant,False,False
171,2023-12-06,Metropolitana,google_ads,,No Response,1.0,27480.0,27480.0,2024-07-17,2024-07-17,197.0,0.0,Dormant,False,False
172,2023-01-06,Los Lagos,instagram_ads,9.0,Promoter,1.0,65142.0,65142.0,2023-08-25,2023-08-25,524.0,0.0,Dormant,False,False
173,2023-08-04,Metropolitana,google_ads,,No Response,,,,,,,,,False,False
174,2023-03-19,Valparaiso,mercadolibre_ads,9.0,Promoter,1.0,104384.0,104384.0,2023-07-25,2023-07-25,555.0,0.0,Dormant,False,False
175,2023-11-07,Valparaiso,google_ads,9.0,Promoter,2.0,39472.0,19736.0,2023-11-05,2024-07-28,186.0,266.0,Dormant,False,False
176,2023-02-27,Coquimbo,mercadolibre_ads,1.0,Detractor,1.0,16882.0,16882.0,2023-06-06,2023-06-06,604.0,0.0,Dormant,False,False
177,2023-12-19,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
178,2023-05-27,Metropolitana,organic,5.0,Detractor,3.0,92259.0,30753.0,2024-05-02,2024-10-14,108.0,165.0,At Risk,False,False
179,2024-12-31,Coquimbo,instagram_ads,8.0,Passive,3.0,119472.0,39824.0,2024-10-05,2024-12-26,35.0,82.0,Active,False,False
180,2023-02-14,OHiggins,mercadolibre_ads,,No Response,,,,,,,,,False,False
181,2023-05-06,Maule,instagram_ads,,No Response,2.0,47470.0,23735.0,2024-08-21,2024-09-14,138.0,24.0,At Risk,False,False
182,2023-02-06,Metropolitana,mercadolibre_ads,,No Response,4.0,113146.0,28286.5,2023-11-20,2025-01-15,15.0,422.0,Active,False,False
183,2024-12-31,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
184,2024-09-21,Biobio,instagram_ads,8.0,Passive,3.0,36878.0,12292.666666666666,2023-09-29,2024-12-19,42.0,447.0,Active,False,False
185,2023-03-31,Los Lagos,organic,,No Response,,,,,,,,,False,False
186,2023-11-20,Biobio,instagram_ads,10.0,Promoter,2.0,67764.0,33882.0,2023-05-26,2024-11-30,61.0,554.0,Active,False,False
187,2024-05-24,Biobio,facebook_ads,9.0,Promoter,2.0,62120.0,31060.0,2023-03-05,2023-11-11,446.0,251.0,Dormant,False,False
188,2023-09-01,Metropolitana,organic,,No Response,,,,,,,,,False,False
189,2023-08-15,Maule,mercadolibre_ads,,No Response,,,,,,,,,False,False
190,2023-03-25,Metropolitana,google_ads,10.0,Promoter,3.0,70958.0,23652.666666666668,2023-01-13,2024-12-23,38.0,710.0,Active,False,False
191,2023-01-30,Metropolitana,organic,,No Response,,,,,,,,,False,False
192,2024-11-13,Valparaiso,facebook_ads,,No Response,,,,,,,,,False,False
193,2024-11-23,Valparaiso,google_ads,8.0,Passive,2.0,55356.0,27678.0,2023-08-09,2023-12-06,421.0,119.0,Dormant,False,False
194,2023-10-28,Metropolitana,google_ads,10.0,Promoter,1.0,40491.0,40491.0,2023-12-23,2023-12-23,404.0,0.0,Dormant,False,False
195,2023-05-05,Metropolitana,organic,,No Response,,,,,,,,,False,False
196,2023-05-09,Biobio,facebook_ads,,No Response,1.0,27637.0,27637.0,2024-06-27,2024-06-27,217.0,0.0,Dormant,False,False
197,2024-01-24,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
198,2024-11-13,Biobio,instagram_ads,9.0,Promoter,1.0,46370.0,46370.0,2023-08-08,2023-08-08,541.0,0.0,Dormant,False,False
199,2024-10-16,Metropolitana,facebook_ads,,No Response,1.0,30474.0,30474.0,2023-01-01,2023-01-01,760.0,0.0,Dormant,False,False
