transaction_id,customer_id,transaction_date,platform,product,quantity,unit_price,subtotal,shipping_cost,platform_fee,total_amount,year,month,quarter,day_of_week,is_weekend,season
894,112,2023-05-02,mercadolibre,tshirts,3,10918,32754,0,4258.02,32754,2023,5,2,1,False,Fall
270,145,2023-05-03,mercadolibre,towels,2,12454,24908,5500,3238.04,30408,2023,5,2,2,False,Fall
1201,20,2023-05-03,mercadolibre,pajamas,3,23499,70497,0,9164.61,70497,2023,5,2,2,False,Fall
941,265,2023-05-05,mercadolibre,tshirts,3,14959,44877,0,5834.01,44877,2023,5,2,4,False,Fall
810,382,2023-05-05,mercadolibre,shorts,1,11001,11001,5500,1430.13,16501,2023,5,2,4,False,Fall
1006,84,2023-05-06,mercadolibre,towels,4,9072,36288,0,4717.4400000000005,36288,2023,5,2,5,True,Fall
394,374,2023-05-06,mercadolibre,towels,2,15611,31222,0,4058.86,31222,2023,5,2,5,True,Fall
490,262,2023-05-06,mercadolibre,shorts,1,13222,13222,3500,1718.86,16722,2023,5,2,5,True,Fall
884,75,2023-05-06,mercadolibre,towels,3,15491,46473,0,6041.49,46473,2023,5,2,5,True,Fall
400,26,2023-05-07,mercadolibre,socks,1,3340,3340,3500,434.2,6840,2023,5,2,6,True,Fall
1607,18,2023-05-08,mercadolibre,jackets,1,21855,21855,5500,2841.15,27355,2023,5,2,0,False,Fall
1993,360,2023-05-08,mercadolibre,socks,1,5371,5371,5500,698.23,10871,2023,5,2,0,False,Fall
769,125,2023-05-08,mercadolibre,towels,4,15360,61440,0,7987.200000000001,61440,2023,5,2,0,False,Fall
1295,1,2023-05-09,mercadolibre,pajamas,3,23855,71565,0,9303.45,71565,2023,5,2,1,False,Fall
1126,113,2023-05-09,mercadolibre,tshirts,2,9438,18876,5500,2453.88,24376,2023,5,2,1,False,Fall
947,42,2023-05-09,mercadolibre,socks,1,4008,4008,5500,521.04,9508,2023,5,2,1,False,Fall
571,77,2023-05-10,mercadolibre,socks,1,3887,3887,5500,505.31,9387,2023,5,2,2,False,Fall
585,477,2023-05-10,mercadolibre,towels,1,15923,15923,3500,2069.99,19423,2023,5,2,2,False,Fall
774,405,2023-05-10,mercadolibre,towels,1,14447,14447,3500,1878.11,17947,2023,5,2,2,False,Fall
970,16,2023-05-10,mercadolibre,towels,2,10054,20108,3500,2614.04,23608,2023,5,2,2,False,Fall
1027,358,2023-05-10,mercadolibre,socks,3,4317,12951,5500,1683.63,18451,2023,5,2,2,False,Fall
1108,86,2023-05-11,mercadolibre,towels,2,14998,29996,3500,3899.48,33496,2023,5,2,3,False,Fall
